date_key,full_date,day,day_name,day_of_week,is_weekend,month,month_name,quarter,week_of_year,year
20110318,2011-03-18,18,Friday,5,0,3,March,1,11,2011
20110319,2011-03-19,19,Saturday,6,1,3,March,1,11,2011
20110320,2011-03-20,20,Sunday,7,1,3,March,1,11,2011
20110321,2011-03-21,21,Monday,1,0,3,March,1,12,2011
20110322,2011-03-22,22,Tuesday,2,0,3,March,1,12,2011
20110323,2011-03-23,23,Wednesday,3,0,3,March,1,12,2011
20110324,2011-03-24,24,Thursday,4,0,3,March,1,12,2011
20110325,2011-03-25,25,Friday,5,0,3,March,1,12,2011
20110326,2011-03-26,26,Saturday,6,1,3,March,1,12,2011
20110327,2011-03-27,27,Sunday,7,1,3,March,1,12,2011
20110328,2011-03-28,28,Monday,1,0,3,March,1,13,2011
20110329,2011-03-29,29,Tuesday,2,0,3,March,1,13,2011
20110330,2011-03-30,30,Wednesday,3,0,3,March,1,13,2011
20110331,2011-03-31,31,Thursday,4,0,3,March,1,13,2011
20110401,2011-04-01,1,Friday,5,0,4,April,2,13,2011
20110402,2011-04-02,2,Saturday,6,1,4,April,2,13,2011
20110403,2011-04-03,3,Sunday,7,1,4,April,2,13,2011
20110404,2011-04-04,4,Monday,1,0,4,April,2,14,2011
20110405,2011-04-05,5,Tuesday,2,0,4,April,2,14,2011
20110406,2011-04-06,6,Wednesday,3,0,4,April,2,14,2011
20110407,2011-04-07,7,Thursday,4,0,4,April,2,14,2011
20110408,2011-04-08,8,Friday,5,0,4,April,2,14,2011
20110409,2011-04-09,9,Saturday,6,1,4,April,2,14,2011
20110410,2011-04-10,10,Sunday,7,1,4,April,2,14,2011
20110411,2011-04-11,11,Monday,1,0,4,April,2,15,2011
20110412,2011-04-12,12,Tuesday,2,0,4,April,2,15,2011
20110413,2011-04-13,13,Wednesday,3,0,4,April,2,15,2011
20110414,2011-04-14,14,Thursday,4,0,4,April,2,15,2011
20110415,2011-04-15,15,Friday,5,0,4,April,2,15,2011
20110416,2011-04-16,16,Saturday,6,1,4,April,2,15,2011
20110417,2011-04-17,17,Sunday,7,1,4,April,2,15,2011
20110418,2011-04-18,18,Monday,1,0,4,April,2,16,2011
20110419,2011-04-19,19,Tuesday,2,0,4,April,2,16,2011
20110420,2011-04-20,20,Wednesday,3,0,4,April,2,16,2011
20110421,2011-04-21,21,Thursday,4,0,4,April,2,16,2011
20110422,2011-04-22,22,Friday,5,0,4,April,2,16,2011
20110423,2011-04-23,23,Saturday,6,1,4,April,2,16,2011
20110424,2011-04-24,24,Sunday,7,1,4,April,2,16,2011
20110425,2011-04-25,25,Monday,1,0,4,April,2,17,2011
20110426,2011-04-26,26,Tuesday,2,0,4,April,2,17,2011
20110427,2011-04-27,27,Wednesday,3,0,4,April,2,17,2011
20110428,2011-04-28,28,Thursday,4,0,4,April,2,17,2011
20110429,2011-04-29,29,Friday,5,0,4,April,2,17,2011
20110430,2011-04-30,30,Saturday,6,1,4,April,2,17,2011
20110501,2011-05-01,1,Sunday,7,1,5,May,2,17,2011
20110502,2011-05-02,2,Monday,1,0,5,May,2,18,2011
20110503,2011-05-03,3,Tuesday,2,0,5,May,2,18,2011
20110504,2011-05-04,4,Wednesday,3,0,5,May,2,18,2011
20110505,2011-05-05,5,Thursday,4,0,5,May,2,18,2011
20110506,2011-05-06,6,Friday,5,0,5,May,2,18,2011
20110507,2011-05-07,7,Saturday,6,1,5,May,2,18,2011
20110508,2011-05-08,8,Sunday,7,1,5,May,2,18,2011
20110509,2011-05-09,9,Monday,1,0,5,May,2,19,2011
20110510,2011-05-10,10,Tuesday,2,0,5,May,2,19,2011
20110511,2011-05-11,11,Wednesday,3,0,5,May,2,19,2011
20110512,2011-05-12,12,Thursday,4,0,5,May,2,19,2011
20110513,2011-05-13,13,Friday,5,0,5,May,2,19,2011
20110514,2011-05-14,14,Saturday,6,1,5,May,2,19,2011
20110515,2011-05-15,15,Sunday,7,1,5,May,2,19,2011
20110516,2011-05-16,16,Monday,1,0,5,May,2,20,2011
20110517,2011-05-17,17,Tuesday,2,0,5,May,2,20,2011
20110518,2011-05-18,18,Wednesday,3,0,5,May,2,20,2011
20110519,2011-05-19,19,Thursday,4,0,5,May,2,20,2011
20110520,2011-05-20,20,Friday,5,0,5,May,2,20,2011
20110521,2011-05-21,21,Saturday,6,1,5,May,2,20,2011
20110522,2011-05-22,22,Sunday,7,1,5,May,2,20,2011
20110523,2011-05-23,23,Monday,1,0,5,May,2,21,2011
20110524,2011-05-24,24,Tuesday,2,0,5,May,2,21,2011
20110525,2011-05-25,25,Wednesday,3,0,5,May,2,21,2011
20110526,2011-05-26,26,Thursday,4,0,5,May,2,21,2011
20110527,2011-05-27,27,Friday,5,0,5,May,2,21,2011
20110528,2011-05-28,28,Saturday,6,1,5,May,2,21,2011
20110529,2011-05-29,29,Sunday,7,1,5,May,2,21,2011
20110530,2011-05-30,30,Monday,1,0,5,May,2,22,2011
20110531,2011-05-31,31,Tuesday,2,0,5,May,2,22,2011
20110601,2011-06-01,1,Wednesday,3,0,6,June,2,22,2011
20110602,2011-06-02,2,Thursday,4,0,6,June,2,22,2011
20110603,2011-06-03,3,Friday,5,0,6,June,2,22,2011
20110604,2011-06-04,4,Saturday,6,1,6,June,2,22,2011
20110605,2011-06-05,5,Sunday,7,1,6,June,2,22,2011
20110606,2011-06-06,6,Monday,1,0,6,June,2,23,2011
20110607,2011-06-07,7,Tuesday,2,0,6,June,2,23,2011
20110608,2011-06-08,8,Wednesday,3,0,6,June,2,23,2011
20110609,2011-06-09,9,Thursday,4,0,6,June,2,23,2011
20110610,2011-06-10,10,Friday,5,0,6,June,2,23,2011
20110611,2011-06-11,11,Saturday,6,1,6,June,2,23,2011
20110612,2011-06-12,12,Sunday,7,1,6,June,2,23,2011
20110613,2011-06-13,13,Monday,1,0,6,June,2,24,2011
20110614,2011-06-14,14,Tuesday,2,0,6,June,2,24,2011
20110615,2011-06-15,15,Wednesday,3,0,6,June,2,24,2011
20110616,2011-06-16,16,Thursday,4,0,6,June,2,24,2011
20110617,2011-06-17,17,Friday,5,0,6,June,2,24,2011
20110618,2011-06-18,18,Saturday,6,1,6,June,2,24,2011
20110619,2011-06-19,19,Sunday,7,1,6,June,2,24,2011
20110620,2011-06-20,20,Monday,1,0,6,June,2,25,2011
20110621,2011-06-21,21,Tuesday,2,0,6,June,2,25,2011
20110622,2011-06-22,22,Wednesday,3,0,6,June,2,25,2011
20110623,2011-06-23,23,Thursday,4,0,6,June,2,25,2011
20110624,2011-06-24,24,Friday,5,0,6,June,2,25,2011
20110625,2011-06-25,25,Saturday,6,1,6,June,2,25,2011
20110626,2011-06-26,26,Sunday,7,1,6,June,2,25,2011
20110627,2011-06-27,27,Monday,1,0,6,June,2,26,2011
20110628,2011-06-28,28,Tuesday,2,0,6,June,2,26,2011
20110629,2011-06-29,29,Wednesday,3,0,6,June,2,26,2011
20110630,2011-06-30,30,Thursday,4,0,6,June,2,26,2011
20110701,2011-07-01,1,Friday,5,0,7,July,3,26,2011
20110702,2011-07-02,2,Saturday,6,1,7,July,3,26,2011
20110703,2011-07-03,3,Sunday,7,1,7,July,3,26,2011
20110704,2011-07-04,4,Monday,1,0,7,July,3,27,2011
20110705,2011-07-05,5,Tuesday,2,0,7,July,3,27,2011
20110706,2011-07-06,6,Wednesday,3,0,7,July,3,27,2011
20110707,2011-07-07,7,Thursday,4,0,7,July,3,27,2011
20110708,2011-07-08,8,Friday,5,0,7,July,3,27,2011
20110709,2011-07-09,9,Saturday,6,1,7,July,3,27,2011
20110710,2011-07-10,10,Sunday,7,1,7,July,3,27,2011
20110711,2011-07-11,11,Monday,1,0,7,July,3,28,2011
20110712,2011-07-12,12,Tuesday,2,0,7,July,3,28,2011
20110713,2011-07-13,13,Wednesday,3,0,7,July,3,28,2011
20110714,2011-07-14,14,Thursday,4,0,7,July,3,28,2011
20110715,2011-07-15,15,Friday,5,0,7,July,3,28,2011
20110716,2011-07-16,16,Saturday,6,1,7,July,3,28,2011
20110717,2011-07-17,17,Sunday,7,1,7,July,3,28,2011
20110718,2011-07-18,18,Monday,1,0,7,July,3,29,2011
20110719,2011-07-19,19,Tuesday,2,0,7,July,3,29,2011
20110720,2011-07-20,20,Wednesday,3,0,7,July,3,29,2011
20110721,2011-07-21,21,Thursday,4,0,7,July,3,29,2011
20110722,2011-07-22,22,Friday,5,0,7,July,3,29,2011
20110723,2011-07-23,23,Saturday,6,1,7,July,3,29,2011
20110724,2011-07-24,24,Sunday,7,1,7,July,3,29,2011
20110725,2011-07-25,25,Monday,1,0,7,July,3,30,2011
20110726,2011-07-26,26,Tuesday,2,0,7,July,3,30,2011
20110727,2011-07-27,27,Wednesday,3,0,7,July,3,30,2011
20110728,2011-07-28,28,Thursday,4,0,7,July,3,30,2011
20110729,2011-07-29,29,Friday,5,0,7,July,3,30,2011
20110730,2011-07-30,30,Saturday,6,1,7,July,3,30,2011
20110731,2011-07-31,31,Sunday,7,1,7,July,3,30,2011
20110801,2011-08-01,1,Monday,1,0,8,August,3,31,2011
20110802,2011-08-02,2,Tuesday,2,0,8,August,3,31,2011
20110803,2011-08-03,3,Wednesday,3,0,8,August,3,31,2011
20110804,2011-08-04,4,Thursday,4,0,8,August,3,31,2011
20110805,2011-08-05,5,Friday,5,0,8,August,3,31,2011
20110806,2011-08-06,6,Saturday,6,1,8,August,3,31,2011
20110807,2011-08-07,7,Sunday,7,1,8,August,3,31,2011
20110808,2011-08-08,8,Monday,1,0,8,August,3,32,2011
20110809,2011-08-09,9,Tuesday,2,0,8,August,3,32,2011
20110810,2011-08-10,10,Wednesday,3,0,8,August,3,32,2011
20110811,2011-08-11,11,Thursday,4,0,8,August,3,32,2011
20110812,2011-08-12,12,Friday,5,0,8,August,3,32,2011
20110813,2011-08-13,13,Saturday,6,1,8,August,3,32,2011
20110814,2011-08-14,14,Sunday,7,1,8,August,3,32,2011
20110815,2011-08-15,15,Monday,1,0,8,August,3,33,2011
20110816,2011-08-16,16,Tuesday,2,0,8,August,3,33,2011
20110817,2011-08-17,17,Wednesday,3,0,8,August,3,33,2011
20110818,2011-08-18,18,Thursday,4,0,8,August,3,33,2011
20110819,2011-08-19,19,Friday,5,0,8,August,3,33,2011
20110820,2011-08-20,20,Saturday,6,1,8,August,3,33,2011
20110821,2011-08-21,21,Sunday,7,1,8,August,3,33,2011
20110822,2011-08-22,22,Monday,1,0,8,August,3,34,2011
20110823,2011-08-23,23,Tuesday,2,0,8,August,3,34,2011
20110824,2011-08-24,24,Wednesday,3,0,8,August,3,34,2011
20110825,2011-08-25,25,Thursday,4,0,8,August,3,34,2011
20110826,2011-08-26,26,Friday,5,0,8,August,3,34,2011
20110827,2011-08-27,27,Saturday,6,1,8,August,3,34,2011
20110828,2011-08-28,28,Sunday,7,1,8,August,3,34,2011
20110829,2011-08-29,29,Monday,1,0,8,August,3,35,2011
20110830,2011-08-30,30,Tuesday,2,0,8,August,3,35,2011
20110831,2011-08-31,31,Wednesday,3,0,8,August,3,35,2011
20110901,2011-09-01,1,Thursday,4,0,9,September,3,35,2011
20110902,2011-09-02,2,Friday,5,0,9,September,3,35,2011
20110903,2011-09-03,3,Saturday,6,1,9,September,3,35,2011
20110904,2011-09-04,4,Sunday,7,1,9,September,3,35,2011
20110905,2011-09-05,5,Monday,1,0,9,September,3,36,2011
20110906,2011-09-06,6,Tuesday,2,0,9,September,3,36,2011
20110907,2011-09-07,7,Wednesday,3,0,9,September,3,36,2011
20110908,2011-09-08,8,Thursday,4,0,9,September,3,36,2011
20110909,2011-09-09,9,Friday,5,0,9,September,3,36,2011
20110910,2011-09-10,10,Saturday,6,1,9,September,3,36,2011
20110911,2011-09-11,11,Sunday,7,1,9,September,3,36,2011
20110912,2011-09-12,12,Monday,1,0,9,September,3,37,2011
20110913,2011-09-13,13,Tuesday,2,0,9,September,3,37,2011
20110914,2011-09-14,14,Wednesday,3,0,9,September,3,37,2011
20110915,2011-09-15,15,Thursday,4,0,9,September,3,37,2011
20110916,2011-09-16,16,Friday,5,0,9,September,3,37,2011
20110917,2011-09-17,17,Saturday,6,1,9,September,3,37,2011
20110918,2011-09-18,18,Sunday,7,1,9,September,3,37,2011
20110919,2011-09-19,19,Monday,1,0,9,September,3,38,2011
20110920,2011-09-20,20,Tuesday,2,0,9,September,3,38,2011
20110921,2011-09-21,21,Wednesday,3,0,9,September,3,38,2011
20110922,2011-09-22,22,Thursday,4,0,9,September,3,38,2011
20110923,2011-09-23,23,Friday,5,0,9,September,3,38,2011
20110924,2011-09-24,24,Saturday,6,1,9,September,3,38,2011
20110925,2011-09-25,25,Sunday,7,1,9,September,3,38,2011
20110926,2011-09-26,26,Monday,1,0,9,September,3,39,2011
20110927,2011-09-27,27,Tuesday,2,0,9,September,3,39,2011
20110928,2011-09-28,28,Wednesday,3,0,9,September,3,39,2011
20110929,2011-09-29,29,Thursday,4,0,9,September,3,39,2011
20110930,2011-09-30,30,Friday,5,0,9,September,3,39,2011
20111001,2011-10-01,1,Saturday,6,1,10,October,4,39,2011
20111002,2011-10-02,2,Sunday,7,1,10,October,4,39,2011
20111003,2011-10-03,3,Monday,1,0,10,October,4,40,2011
20111004,2011-10-04,4,Tuesday,2,0,10,October,4,40,2011
20111005,2011-10-05,5,Wednesday,3,0,10,October,4,40,2011
20111006,2011-10-06,6,Thursday,4,0,10,October,4,40,2011
20111007,2011-10-07,7,Friday,5,0,10,October,4,40,2011
20111008,2011-10-08,8,Saturday,6,1,10,October,4,40,2011
20111009,2011-10-09,9,Sunday,7,1,10,October,4,40,2011
20111010,2011-10-10,10,Monday,1,0,10,October,4,41,2011
20111011,2011-10-11,11,Tuesday,2,0,10,October,4,41,2011
20111012,2011-10-12,12,Wednesday,3,0,10,October,4,41,2011
20111013,2011-10-13,13,Thursday,4,0,10,October,4,41,2011
20111014,2011-10-14,14,Friday,5,0,10,October,4,41,2011
20111015,2011-10-15,15,Saturday,6,1,10,October,4,41,2011
20111016,2011-10-16,16,Sunday,7,1,10,October,4,41,2011
20111017,2011-10-17,17,Monday,1,0,10,October,4,42,2011
20111018,2011-10-18,18,Tuesday,2,0,10,October,4,42,2011
20111019,2011-10-19,19,Wednesday,3,0,10,October,4,42,2011
20111020,2011-10-20,20,Thursday,4,0,10,October,4,42,2011
20111021,2011-10-21,21,Friday,5,0,10,October,4,42,2011
20111022,2011-10-22,22,Saturday,6,1,10,October,4,42,2011
20111023,2011-10-23,23,Sunday,7,1,10,October,4,42,2011
20111024,2011-10-24,24,Monday,1,0,10,October,4,43,2011
20111025,2011-10-25,25,Tuesday,2,0,10,October,4,43,2011
20111026,2011-10-26,26,Wednesday,3,0,10,October,4,43,2011
20111027,2011-10-27,27,Thursday,4,0,10,October,4,43,2011
20111028,2011-10-28,28,Friday,5,0,10,October,4,43,2011
20111029,2011-10-29,29,Saturday,6,1,10,October,4,43,2011
20111030,2011-10-30,30,Sunday,7,1,10,October,4,43,2011
20111031,2011-10-31,31,Monday,1,0,10,October,4,44,2011
20111101,2011-11-01,1,Tuesday,2,0,11,November,4,44,2011
20111102,2011-11-02,2,Wednesday,3,0,11,November,4,44,2011
20111103,2011-11-03,3,Thursday,4,0,11,November,4,44,2011
20111104,2011-11-04,4,Friday,5,0,11,November,4,44,2011
20111105,2011-11-05,5,Saturday,6,1,11,November,4,44,2011
20111106,2011-11-06,6,Sunday,7,1,11,November,4,44,2011
20111107,2011-11-07,7,Monday,1,0,11,November,4,45,2011
20111108,2011-11-08,8,Tuesday,2,0,11,November,4,45,2011
20111109,2011-11-09,9,Wednesday,3,0,11,November,4,45,2011
20111110,2011-11-10,10,Thursday,4,0,11,November,4,45,2011
20111111,2011-11-11,11,Friday,5,0,11,November,4,45,2011
20111112,2011-11-12,12,Saturday,6,1,11,November,4,45,2011
20111113,2011-11-13,13,Sunday,7,1,11,November,4,45,2011
20111114,2011-11-14,14,Monday,1,0,11,November,4,46,2011
20111115,2011-11-15,15,Tuesday,2,0,11,November,4,46,2011
20111116,2011-11-16,16,Wednesday,3,0,11,November,4,46,2011
20111117,2011-11-17,17,Thursday,4,0,11,November,4,46,2011
20111118,2011-11-18,18,Friday,5,0,11,November,4,46,2011
20111119,2011-11-19,19,Saturday,6,1,11,November,4,46,2011
20111120,2011-11-20,20,Sunday,7,1,11,November,4,46,2011
20111121,2011-11-21,21,Monday,1,0,11,November,4,47,2011
20111122,2011-11-22,22,Tuesday,2,0,11,November,4,47,2011
20111123,2011-11-23,23,Wednesday,3,0,11,November,4,47,2011
20111124,2011-11-24,24,Thursday,4,0,11,November,4,47,2011
20111125,2011-11-25,25,Friday,5,0,11,November,4,47,2011
20111126,2011-11-26,26,Saturday,6,1,11,November,4,47,2011
20111127,2011-11-27,27,Sunday,7,1,11,November,4,47,2011
20111128,2011-11-28,28,Monday,1,0,11,November,4,48,2011
20111129,2011-11-29,29,Tuesday,2,0,11,November,4,48,2011
20111130,2011-11-30,30,Wednesday,3,0,11,November,4,48,2011
20111201,2011-12-01,1,Thursday,4,0,12,December,4,48,2011
20111202,2011-12-02,2,Friday,5,0,12,December,4,48,2011
20111203,2011-12-03,3,Saturday,6,1,12,December,4,48,2011
20111204,2011-12-04,4,Sunday,7,1,12,December,4,48,2011
20111205,2011-12-05,5,Monday,1,0,12,December,4,49,2011
20111206,2011-12-06,6,Tuesday,2,0,12,December,4,49,2011
20111207,2011-12-07,7,Wednesday,3,0,12,December,4,49,2011
20111208,2011-12-08,8,Thursday,4,0,12,December,4,49,2011
20111209,2011-12-09,9,Friday,5,0,12,December,4,49,2011
20111210,2011-12-10,10,Saturday,6,1,12,December,4,49,2011
20111211,2011-12-11,11,Sunday,7,1,12,December,4,49,2011
20111212,2011-12-12,12,Monday,1,0,12,December,4,50,2011
20111213,2011-12-13,13,Tuesday,2,0,12,December,4,50,2011
20111214,2011-12-14,14,Wednesday,3,0,12,December,4,50,2011
20111215,2011-12-15,15,Thursday,4,0,12,December,4,50,2011
20111216,2011-12-16,16,Friday,5,0,12,December,4,50,2011
20111217,2011-12-17,17,Saturday,6,1,12,December,4,50,2011
20111218,2011-12-18,18,Sunday,7,1,12,December,4,50,2011
20111219,2011-12-19,19,Monday,1,0,12,December,4,51,2011
20111220,2011-12-20,20,Tuesday,2,0,12,December,4,51,2011
20111221,2011-12-21,21,Wednesday,3,0,12,December,4,51,2011
20111222,2011-12-22,22,Thursday,4,0,12,December,4,51,2011
20111223,2011-12-23,23,Friday,5,0,12,December,4,51,2011
20111224,2011-12-24,24,Saturday,6,1,12,December,4,51,2011
20111225,2011-12-25,25,Sunday,7,1,12,December,4,51,2011
20111226,2011-12-26,26,Monday,1,0,12,December,4,52,2011
20111227,2011-12-27,27,Tuesday,2,0,12,December,4,52,2011
20111228,2011-12-28,28,Wednesday,3,0,12,December,4,52,2011
20111229,2011-12-29,29,Thursday,4,0,12,December,4,52,2011
20111230,2011-12-30,30,Friday,5,0,12,December,4,52,2011
20111231,2011-12-31,31,Saturday,6,1,12,December,4,52,2011
20120101,2012-01-01,1,Sunday,7,1,1,January,1,52,2012
20120102,2012-01-02,2,Monday,1,0,1,January,1,1,2012
20120103,2012-01-03,3,Tuesday,2,0,1,January,1,1,2012
20120104,2012-01-04,4,Wednesday,3,0,1,January,1,1,2012
20120105,2012-01-05,5,Thursday,4,0,1,January,1,1,2012
20120106,2012-01-06,6,Friday,5,0,1,January,1,1,2012
20120107,2012-01-07,7,Saturday,6,1,1,January,1,1,2012
20120108,2012-01-08,8,Sunday,7,1,1,January,1,1,2012
20120109,2012-01-09,9,Monday,1,0,1,January,1,2,2012
20120110,2012-01-10,10,Tuesday,2,0,1,January,1,2,2012
20120111,2012-01-11,11,Wednesday,3,0,1,January,1,2,2012
20120112,2012-01-12,12,Thursday,4,0,1,January,1,2,2012
20120113,2012-01-13,13,Friday,5,0,1,January,1,2,2012
20120114,2012-01-14,14,Saturday,6,1,1,January,1,2,2012
20120115,2012-01-15,15,Sunday,7,1,1,January,1,2,2012
20120116,2012-01-16,16,Monday,1,0,1,January,1,3,2012
20120117,2012-01-17,17,Tuesday,2,0,1,January,1,3,2012
20120118,2012-01-18,18,Wednesday,3,0,1,January,1,3,2012
20120119,2012-01-19,19,Thursday,4,0,1,January,1,3,2012
20120120,2012-01-20,20,Friday,5,0,1,January,1,3,2012
20120121,2012-01-21,21,Saturday,6,1,1,January,1,3,2012
20120122,2012-01-22,22,Sunday,7,1,1,January,1,3,2012
20120123,2012-01-23,23,Monday,1,0,1,January,1,4,2012
20120124,2012-01-24,24,Tuesday,2,0,1,January,1,4,2012
20120125,2012-01-25,25,Wednesday,3,0,1,January,1,4,2012
20120126,2012-01-26,26,Thursday,4,0,1,January,1,4,2012
20120127,2012-01-27,27,Friday,5,0,1,January,1,4,2012
20120128,2012-01-28,28,Saturday,6,1,1,January,1,4,2012
20120129,2012-01-29,29,Sunday,7,1,1,January,1,4,2012
20120130,2012-01-30,30,Monday,1,0,1,January,1,5,2012
20120131,2012-01-31,31,Tuesday,2,0,1,January,1,5,2012
20120201,2012-02-01,1,Wednesday,3,0,2,February,1,5,2012
20120202,2012-02-02,2,Thursday,4,0,2,February,1,5,2012
20120203,2012-02-03,3,Friday,5,0,2,February,1,5,2012
20120204,2012-02-04,4,Saturday,6,1,2,February,1,5,2012
20120205,2012-02-05,5,Sunday,7,1,2,February,1,5,2012
20120206,2012-02-06,6,Monday,1,0,2,February,1,6,2012
20120207,2012-02-07,7,Tuesday,2,0,2,February,1,6,2012
20120208,2012-02-08,8,Wednesday,3,0,2,February,1,6,2012
20120209,2012-02-09,9,Thursday,4,0,2,February,1,6,2012
20120210,2012-02-10,10,Friday,5,0,2,February,1,6,2012
20120211,2012-02-11,11,Saturday,6,1,2,February,1,6,2012
20120212,2012-02-12,12,Sunday,7,1,2,February,1,6,2012
20120213,2012-02-13,13,Monday,1,0,2,February,1,7,2012
20120214,2012-02-14,14,Tuesday,2,0,2,February,1,7,2012
20120215,2012-02-15,15,Wednesday,3,0,2,February,1,7,2012
20120216,2012-02-16,16,Thursday,4,0,2,February,1,7,2012
20120217,2012-02-17,17,Friday,5,0,2,February,1,7,2012
20120218,2012-02-18,18,Saturday,6,1,2,February,1,7,2012
20120219,2012-02-19,19,Sunday,7,1,2,February,1,7,2012
20120220,2012-02-20,20,Monday,1,0,2,February,1,8,2012
20120221,2012-02-21,21,Tuesday,2,0,2,February,1,8,2012
20120222,2012-02-22,22,Wednesday,3,0,2,February,1,8,2012
20120223,2012-02-23,23,Thursday,4,0,2,February,1,8,2012
20120224,2012-02-24,24,Friday,5,0,2,February,1,8,2012
20120225,2012-02-25,25,Saturday,6,1,2,February,1,8,2012
20120226,2012-02-26,26,Sunday,7,1,2,February,1,8,2012
20120227,2012-02-27,27,Monday,1,0,2,February,1,9,2012
20120228,2012-02-28,28,Tuesday,2,0,2,February,1,9,2012
20120229,2012-02-29,29,Wednesday,3,0,2,February,1,9,2012
20120301,2012-03-01,1,Thursday,4,0,3,March,1,9,2012
20120302,2012-03-02,2,Friday,5,0,3,March,1,9,2012
20120303,2012-03-03,3,Saturday,6,1,3,March,1,9,2012
20120304,2012-03-04,4,Sunday,7,1,3,March,1,9,2012
20120305,2012-03-05,5,Monday,1,0,3,March,1,10,2012
20120306,2012-03-06,6,Tuesday,2,0,3,March,1,10,2012
20120307,2012-03-07,7,Wednesday,3,0,3,March,1,10,2012
20120308,2012-03-08,8,Thursday,4,0,3,March,1,10,2012
20120309,2012-03-09,9,Friday,5,0,3,March,1,10,2012
20120310,2012-03-10,10,Saturday,6,1,3,March,1,10,2012
20120311,2012-03-11,11,Sunday,7,1,3,March,1,10,2012
20120312,2012-03-12,12,Monday,1,0,3,March,1,11,2012
20120313,2012-03-13,13,Tuesday,2,0,3,March,1,11,2012
20120314,2012-03-14,14,Wednesday,3,0,3,March,1,11,2012
20120315,2012-03-15,15,Thursday,4,0,3,March,1,11,2012
20120316,2012-03-16,16,Friday,5,0,3,March,1,11,2012
20120317,2012-03-17,17,Saturday,6,1,3,March,1,11,2012
20120318,2012-03-18,18,Sunday,7,1,3,March,1,11,2012
20120319,2012-03-19,19,Monday,1,0,3,March,1,12,2012
20120320,2012-03-20,20,Tuesday,2,0,3,March,1,12,2012
20120321,2012-03-21,21,Wednesday,3,0,3,March,1,12,2012
20120322,2012-03-22,22,Thursday,4,0,3,March,1,12,2012
20120323,2012-03-23,23,Friday,5,0,3,March,1,12,2012
20120324,2012-03-24,24,Saturday,6,1,3,March,1,12,2012
20120325,2012-03-25,25,Sunday,7,1,3,March,1,12,2012
20120326,2012-03-26,26,Monday,1,0,3,March,1,13,2012
20120327,2012-03-27,27,Tuesday,2,0,3,March,1,13,2012
20120328,2012-03-28,28,Wednesday,3,0,3,March,1,13,2012
20120329,2012-03-29,29,Thursday,4,0,3,March,1,13,2012
20120330,2012-03-30,30,Friday,5,0,3,March,1,13,2012
20120331,2012-03-31,31,Saturday,6,1,3,March,1,13,2012
20120401,2012-04-01,1,Sunday,7,1,4,April,2,13,2012
20120402,2012-04-02,2,Monday,1,0,4,April,2,14,2012
20120403,2012-04-03,3,Tuesday,2,0,4,April,2,14,2012
20120404,2012-04-04,4,Wednesday,3,0,4,April,2,14,2012
20120405,2012-04-05,5,Thursday,4,0,4,April,2,14,2012
20120406,2012-04-06,6,Friday,5,0,4,April,2,14,2012
20120407,2012-04-07,7,Saturday,6,1,4,April,2,14,2012
20120408,2012-04-08,8,Sunday,7,1,4,April,2,14,2012
20120409,2012-04-09,9,Monday,1,0,4,April,2,15,2012
20120410,2012-04-10,10,Tuesday,2,0,4,April,2,15,2012
20120411,2012-04-11,11,Wednesday,3,0,4,April,2,15,2012
20120412,2012-04-12,12,Thursday,4,0,4,April,2,15,2012
20120413,2012-04-13,13,Friday,5,0,4,April,2,15,2012
20120414,2012-04-14,14,Saturday,6,1,4,April,2,15,2012
20120415,2012-04-15,15,Sunday,7,1,4,April,2,15,2012
20120416,2012-04-16,16,Monday,1,0,4,April,2,16,2012
20120417,2012-04-17,17,Tuesday,2,0,4,April,2,16,2012
20120418,2012-04-18,18,Wednesday,3,0,4,April,2,16,2012
20120419,2012-04-19,19,Thursday,4,0,4,April,2,16,2012
20120420,2012-04-20,20,Friday,5,0,4,April,2,16,2012
20120421,2012-04-21,21,Saturday,6,1,4,April,2,16,2012
20120422,2012-04-22,22,Sunday,7,1,4,April,2,16,2012
20120423,2012-04-23,23,Monday,1,0,4,April,2,17,2012
20120424,2012-04-24,24,Tuesday,2,0,4,April,2,17,2012
20120425,2012-04-25,25,Wednesday,3,0,4,April,2,17,2012
20120426,2012-04-26,26,Thursday,4,0,4,April,2,17,2012
20120427,2012-04-27,27,Friday,5,0,4,April,2,17,2012
20120428,2012-04-28,28,Saturday,6,1,4,April,2,17,2012
20120429,2012-04-29,29,Sunday,7,1,4,April,2,17,2012
20120430,2012-04-30,30,Monday,1,0,4,April,2,18,2012
20120501,2012-05-01,1,Tuesday,2,0,5,May,2,18,2012
20120502,2012-05-02,2,Wednesday,3,0,5,May,2,18,2012
20120503,2012-05-03,3,Thursday,4,0,5,May,2,18,2012
20120504,2012-05-04,4,Friday,5,0,5,May,2,18,2012
20120505,2012-05-05,5,Saturday,6,1,5,May,2,18,2012
20120506,2012-05-06,6,Sunday,7,1,5,May,2,18,2012
20120507,2012-05-07,7,Monday,1,0,5,May,2,19,2012
20120508,2012-05-08,8,Tuesday,2,0,5,May,2,19,2012
20120509,2012-05-09,9,Wednesday,3,0,5,May,2,19,2012
20120510,2012-05-10,10,Thursday,4,0,5,May,2,19,2012
20120511,2012-05-11,11,Friday,5,0,5,May,2,19,2012
20120512,2012-05-12,12,Saturday,6,1,5,May,2,19,2012
